"No.","Time","Source","Destination","Protocol","Length","Info"
"426548","175.685908","132.72.140.45","132.72.81.121","DNS","283","Standard query response 0x8cef A quortarlockjackafu.wixsite.com CNAME username.wix.com A 185.230.62.185 NS ns2.p14.dynect.net NS ns1.p14.dynect.net NS ns3.p14.dynect.net NS ns4.p14.dynect.net A 208.78.70.14 A 204.13.250.14 A 208.78.71.14 A 204.13.251.14"
"426619","176.046849","132.72.81.121","132.72.140.46","DNS","80","Standard query 0xf057 A ead.lib.virginia.edu"
"426622","176.137624","132.72.81.121","132.72.140.45","DNS","80","Standard query 0xf057 A ead.lib.virginia.edu"
"426669","176.427521","132.72.140.46","132.72.81.121","DNS","205","Standard query response 0xf057 A ead.lib.virginia.edu CNAME ead2.lib.virginia.edu A 128.143.20.116 NS nom.virginia.edu NS juno.acc.virginia.edu NS ib07-aws.net.virginia.edu NS uvaarpa.virginia.edu"
"426693","176.518664","132.72.140.45","132.72.81.121","DNS","269","Standard query response 0xf057 A ead.lib.virginia.edu CNAME ead2.lib.virginia.edu A 128.143.20.116 NS ib07-aws.net.virginia.edu NS juno.acc.virginia.edu NS nom.virginia.edu NS uvaarpa.virginia.edu A 128.143.3.7 A 128.143.22.119 A 128.143.2.7 A 54.69.158.220"
"426806","177.131523","132.72.81.121","132.72.140.46","DNS","89","Standard query 0x5155 A fredericksburg.craigslist.org"
"426815","177.216173","132.72.81.121","132.72.140.45","DNS","89","Standard query 0x5155 A fredericksburg.craigslist.org"
"426819","177.282103","132.72.140.46","132.72.81.121","DNS","200","Standard query response 0x5155 A fredericksburg.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.18 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"426824","177.366975","132.72.140.45","132.72.81.121","DNS","200","Standard query response 0x5155 A fredericksburg.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.2 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"426889","177.907487","132.72.81.121","132.72.140.46","DNS","82","Standard query 0xefa4 A www.saintpetershcs.com"
"426901","177.997144","132.72.81.121","132.72.140.45","DNS","82","Standard query 0xefa4 A www.saintpetershcs.com"
"426913","178.140596","132.72.140.46","132.72.81.121","DNS","145","Standard query response 0xefa4 A www.saintpetershcs.com A 191.237.44.38 NS ns13.worldnic.com NS ns14.worldnic.com"
"426921","178.253331","132.72.140.45","132.72.81.121","DNS","177","Standard query response 0xefa4 A www.saintpetershcs.com A 191.237.44.38 NS ns13.worldnic.com NS ns14.worldnic.com A 207.204.40.107 A 207.204.21.107"
"427049","179.124719","132.72.81.121","132.72.140.46","DNS","81","Standard query 0x8a4f A onslow.craigslist.org"
"427063","179.216542","132.72.81.121","132.72.140.45","DNS","81","Standard query 0x8a4f A onslow.craigslist.org"
"427081","179.275387","132.72.140.46","132.72.81.121","DNS","192","Standard query response 0x8a4f A onslow.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.18 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"427096","179.429818","132.72.140.45","132.72.81.121","DNS","192","Standard query response 0x8a4f A onslow.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.2 NS gslb4.craigslist.org NS gslb3.craigslist.org A 208.82.238.210 A 208.82.237.210"
"427179","179.918056","132.72.81.121","132.72.140.46","DNS","86","Standard query 0xe290 A martinsburg.craigslist.org"
"427195","179.997570","132.72.81.121","132.72.140.45","DNS","86","Standard query 0xe290 A martinsburg.craigslist.org"
"427199","180.130290","132.72.140.46","132.72.81.121","DNS","197","Standard query response 0xe290 A martinsburg.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.18 NS gslb3.craigslist.org NS gslb4.craigslist.org A 208.82.238.210 A 208.82.237.210"
"427201","180.148837","132.72.140.45","132.72.81.121","DNS","197","Standard query response 0xe290 A martinsburg.craigslist.org CNAME cities.g.craigslist.org A 208.82.237.2 NS gslb3.craigslist.org NS gslb4.craigslist.org A 208.82.238.210 A 208.82.237.210"
